subplot,veg_plot,quadrant,species,base_D,height_2021,collection_date,quadrant_fern_tally,,,,,,,,,
A02E,NW,NW,ACPE,6.2,91.3,7/23/21,,,,,,,,,,
A02E,NW,NW,ACSA,1.9,10.9,7/23/21,,,,,,,,,,
A02E,NW,NW,ACPE,7,96,7/23/21,,,,,,,,,,
A02E,NW,NW,ACPE,7.45,102,7/23/21,,,,,,,,,,
A02E,NW,NW,ACPE,1.2,14.7,7/23/21,,,,,,,,,,
A02E,NW,NW,ACPE,6.7,82,7/23/21,,,,,,,,,,
A02E,NW,NW,ACPE,2.85,17.5,7/23/21,,,,,,,,,,
A02E,NW,NW,ACPE,1.35,11.8,7/23/21,,,,,,,,,,
A02E,NW,NW,ACPE,2.9,23.4,7/23/21,,,,,,,,,,
A02E,NW,NW,ACPE,1.3,15.5,7/23/21,,,,,,,,,,
A02E,NW,NW,ACPE,3.3,39,7/23/21,,,,,,,,,,
A02E,NW,NW,ACPE,3.05,22.8,7/23/21,,,,,,,,,,
A02E,NW,NW,ACSA,1.35,10.4,7/23/21,,,,,,,,,,
A04W,NW,NW,ACPE,10.9,85,7/23/21,,,,,,,,,,
A04W,NW,NW,ACPE,2.35,7.3,7/23/21,,,,,,,,,,
A04W,NW,NW,ACSA,2.15,11,7/23/21,,,,,,,,,,
A04W,NW,NW,ACSA,1.9,11.3,7/23/21,,,,,,,,,,
A04W,NW,NW,ACSA,1.45,7.8,7/23/21,,,,,,,,,,
A04W,NW,NW,ACSA,2.2,15.2,7/23/21,,,,,,,,,,
A04W,NW,NW,ACPE,1.75,13.1,7/23/21,,,,,,,,,,
A04W,NW,NW,ACSA,1.3,9.6,7/23/21,,,,,,,,,,
A04W,NW,NW,ACSA,1.8,12.9,7/23/21,,,,,,,,,,
A04W,NW,NW,ACSA,1.55,15,7/23/21,,,,,,,,,,
A04W,NW,NW,ACSA,1.6,13,7/23/21,,,,,,,,,,
A04W,NW,NW,ACPE,2.95,21.3,7/23/21,,,,,,,,,,
A04W,NW,NW,ACSA,1.4,9.6,7/23/21,,,,,,,,,,
A04W,NW,NW,FAGR,16.9,206,7/23/21,,,,,,,,,,
A04W,SW,NW,ACSA,1.5,10.3,7/23/21,,,,,,,,,,
A04W,SW,NW,ACPE,6.55,48.4,7/23/21,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
A04W,SW,NW,ACSA,2,11.6,7/23/21,,,,,,,,,,
A04W,SW,NW,ACPE,1.15,7.7,7/23/21,,,,,,,,,,
A04W,SW,NW,ACSA,1.9,10.2,7/23/21,,,,,,,,,,
,,,,,,,,,,,,,,,,
A04W,SW,NW,POGR,2.7,13.9,7/23/21,,,,,,,,,,
,,,,,,,,,,,,,,,,
A04W,SW,NW,ACPE,7.1,78,7/23/21,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
A04E,SW,SE,ACPE,0.95,6.4,7/23/21,,,,,,,,,,
A04E,SW,SE,AMEL,1.9,9.8,7/23/21,,,,,,,,,,
A04E,SW,SE,ACRU,4.5,20.3,7/23/21,,,,,,,,,,
A04E,SW,SE,ACPE,5.05,48.6,7/23/21,,,,,,,,,,
A04E,SW,SE,ACSA,2.4,17.1,7/23/21,,,,,,,,,,
A04E,SW,SE,ACRU,2.6,22.4,7/23/21,,,,,,,,,,
A04E,NE,SE,ACSA,1.55,11.9,7/23/21,,,,,,,,,,
A04E,NE,SE,ACSA,2.6,14.8,7/23/21,,,,,,,,,,
A04E,NE,SE,ACSA,1.65,11.4,7/23/21,,,,,,,,,,
A04E,NE,SE,AMEL,3.7,35.7,7/23/21,,,,,,,,,,
A04E,NE,SE,ACRU,0.8,7.6,7/23/21,,,,,,,,,,
A04E,NE,SE,ACPE,1.7,13.4,7/23/21,,,,,,,,,,
A04E,NE,SE,ACPE,5.3,41.2,7/23/21,,,,,,,,,,
A04E,NE,SE,ACPE,3.9,17.4,7/23/21,,,,,,,,,,
A04E,NE,SE,ACPE,2.95,17.3,7/23/21,,,,,,,,,,
A04E,NE,SE,ACPE,3,14.1,7/23/21,,,,,,,,,,
A04E,NE,SE,ACPE,4.3,18.7,7/23/21,,,,,,,,,,
A04E,NE,SE,ACSA,1.95,13.2,7/23/21,,,,,,,,,,
A04E,NE,SE,ACSA,1.6,13.6,7/23/21,,,,,,,,,,
A04E,NE,SE,ACSA,0.8,8.7,7/23/21,,,,,,,,,,
A04E,NE,SE,ACSA,1.85,17.9,7/23/21,,,,,,,,,,
A04E,NE,SE,ACSA,2.2,8.5,7/23/21,,,,,,,,,,
A04E,NE,SE,ACPE,12.7,98.7,7/23/21,,,,,,,,,,
A04E,NE,SE,ACPE,7.3,97.2,7/23/21,,,,,,,,,,
A04E,NE,SE,ACPE,1.95,15.6,7/23/21,,,,,,,,,,
A04E,NE,SE,ACPE,3.6,32.5,7/23/21,,,,,,,,,,
A04E,NE,SE,ACPE,3.05,26.1,7/23/21,,,,,,,,,,
A04E,NE,SE,ACPE,2.1,11.4,7/23/21,,,,,,,,,,
A04E,NE,SE,ACPE,0.8,6.7,7/23/21,,,,,,,,,,
A04E,NE,SE,ACPE,3.5,26,7/23/21,,,,,,,,,,
A04E,NE,SE,ACSA,1.85,19.3,7/23/21,,,,,,,,,,
A04E,NE,SE,ACPE,15.6,57.4,7/23/21,,,,,,,,,,
A04E,NE,SE,ACPE,2.6,19.1,7/23/21,,,,,,,,,,
A04E,NE,SE,ACPE,3.2,29.5,7/23/21,,,,,,,,,,
A04E,NE,SE,ACPE,2.1,24.6,7/23/21,,,,,,,,,,
A04E,NE,SE,ACPE,2.2,26.3,7/23/21,,,,,,,,,,
A04E,NE,SE,ACPE,1.1,8.3,7/23/21,,,,,,,,,,
A04E,NE,SE,ACPE,1.9,24.9,7/23/21,,,,,,,,,,
A04E,NE,SE,ACPE,2.2,26.9,7/23/21,,,,,,,,,,
A04E,NE,SE,ACPE,2.3,27,7/23/21,,,,,,,,,,
A04E,NE,SE,ACSA,2.45,17.9,7/23/21,,,,,,,,,,
A04E,SE,SE,ACRU,1.6,11.3,7/23/21,,,,,,,,,,
A04E,SE,SE,ACPE,0.9,9.8,7/23/21,,,,,,,,,,
A04E,SE,SE,ACPE,7.6,92.4,7/23/21,,,,,,,,,,
A04E,SE,SE,ACPE,6.5,54.3,7/23/21,,,,,,,,,,
A04E,SE,SE,ACPE,2.4,10.1,7/23/21,,,,,,,,,,
A04E,SE,SE,FAGR,4.2,39.8,7/23/21,,,,,,,,,,
A04W,NE,SE,AMEL,2.3,13.2,7/23/21,,,,,,,,,,
A04W,NE,SE,AMEL,3.15,5.4,7/23/21,,,,,,,,,,
A04W,NE,SE,ACSA,1.4,12.3,7/23/21,,,,,,,,,,
A04W,NE,SE,ACSA,1,12.6,7/23/21,,,,,,,,,,
A04W,NE,SE,ACPE,7.15,63.4,7/23/21,,,,,,,,,,
A04W,NE,SE,ACPE,4.3,32.7,7/23/21,,,,,,,,,,
A04W,NE,SE,ACRU,0.9,7.6,7/23/21,,,,,,,,,,
A04W,NE,SE,ACSA,1.45,8.3,7/23/21,,,,,,,,,,
A04W,NE,SE,ACSA,0.9,7.9,7/23/21,,,,,,,,,,
A04W,NE,SE,AMEL,3.85,16.5,7/23/21,,,,,,,,,,
A04W,NE,SE,ACSA,1.7,15.5,7/23/21,,,,,,,,,,
A04W,NE,SE,ACSA,2.15,11.4,7/23/21,,,,,,,,,,
A04W,NE,SE,ACPE,7.5,60.4,7/23/21,,,,,,,,,,
A04W,NE,SE,ACSA,3.6,17.4,7/23/21,,,,,,,,,,
A04W,NE,SE,ACSA,1.8,17.6,7/23/21,,,,,,,,,,
A04W,NE,SE,ACPE,4.95,27.3,7/23/21,,,,,,,,,,
A04W,NE,SE,ACSA,1.6,11.2,7/23/21,,,,,,,,,,
A04W,NE,SE,ACSA,1.5,12.3,7/23/21,,,,,,,,,,
A04W,NE,SE,ACSA,2.15,20.4,7/23/21,,,,,,,,,,
A04W,NE,SE,ACSA,1.4,14.6,7/23/21,,,,,,,,,,
A04W,NE,SE,ACSA,1.2,8.4,7/23/21,,,,,,,,,,
A04W,NE,SE,ACSA,1.7,13.4,7/23/21,,,,,,,,,,
A04W,NE,SE,ACSA,1.55,10.6,7/23/21,,,,,,,,,,
A04W,NE,SE,ACSA,1.1,10.4,7/23/21,,,,,,,,,,
A04W,NE,SE,ACSA,1.05,11.5,7/23/21,,,,,,,,,,
A04E,NW,SE,ACPE,3.45,25.5,7/23/21,,,,,,,,,,
A04E,NW,SE,ACPE,3,30.2,7/23/21,,,,,,,,,,
A04E,NW,SE,ACPE,4.9,51.6,7/23/21,,,,,,,,,,
A04E,NW,SE,ACPE,1.7,16.1,7/23/21,,,,,,,,,,
A04E,NW,SE,ACPE,4.35,40.7,7/23/21,,,,,,,,,,
A04E,NW,SE,ACPE,4.7,52.6,7/23/21,,,,,,,,,,
A04E,NW,SE,ACSA,3.5,17.3,7/23/21,,,,,,,,,,
A04E,NW,SE,ACSA,2.4,20.5,7/23/21,,,,,,,,,,
A04E,NW,SE,ACSA,1.95,12.6,7/23/21,,,,,,,,,,
A04E,NW,SE,ACSA,1.4,13.3,7/23/21,,,,,,,,,,
A04E,NW,SE,ACRU,0.9,8.5,7/23/21,,,,,,,,,,
A04E,NW,SE,ACSA,3.85,8.4,7/23/21,,,,,,,,,,
A04E,NW,SE,ACSA,1.1,7.1,7/23/21,,,,,,,,,,
A04E,NW,SE,ACSA,4.8,50.4,7/23/21,,,,,,,,,,
A04E,NW,SE,ACPE,3.2,49.3,7/23/21,,,,,,,,,,
A04E,NW,SE,ACPE,5.15,54,7/23/21,,,,,,,,,,
A04E,NW,SE,ACPE,4.1,53.4,7/23/21,,,,,,,,,,
A04E,NW,SE,ACSA,4.9,15.6,7/23/21,,,,,,,,,,
A04W,NW,SE,ACSA,1.3,11,7/23/21,,,,,,,,,,
A04W,NW,SE,ACSA,2.3,18.7,7/23/21,,,,,,,,,,
A04W,NW,SE,ACSA,2.05,12.5,7/23/21,,,,,,,,,,
A04W,SW,SE,ACSA,2.1,7.6,7/23/21,,,,,,,,,,
A04W,SW,SE,ACSA,2.45,9.8,7/23/21,,,,,,,,,,
A04W,SW,SE,ACSA,2.3,9.6,7/23/21,,,,,,,,,,
A04W,SW,SE,ACRU,1,7.1,7/23/21,,,,,,,,,,
A04W,SW,SE,ACSA,1.75,11.4,7/23/21,,,,,,,,,,
A04W,SW,SE,ACSA,1.8,10,7/23/21,,,,,,,,,,
A04W,SW,SE,ACSA,2.1,11.3,7/23/21,,,,,,,,,,
A04W,SW,SE,ACRU,1.2,4.6,7/23/21,,,,,,,,,,
A04W,SW,SE,ACRU,1.75,7.4,7/23/21,,,,,,,,,,
A04W,SW,SE,ACSA,1.4,12.5,7/23/21,,,,,,,,,,
A04W,SW,SE,ACSA,1.45,8.3,7/23/21,,,,,,,,,,
A04W,SW,SE,ACSA,1.5,11.2,7/23/21,,,,,,,,,,
A04W,SW,SE,ACPE,1.8,17.9,7/23/21,,,,,,,,,,
A04W,SW,SE,ACPE,3.1,21.7,7/23/21,,,,,,,,,,
A04W,SW,SE,ACSA,1.3,8.6,7/23/21,,,,,,,,,,
,,,,,,,,,,,,,,,,
A04W,SW,SE,ACSA,1.8,10.2,7/23/21,,,,,,,,,,
A04W,SW,SE,ACPE,1.6,10.7,7/23/21,,,,,,,,,,
A04W,SW,SE,ACPE,0.65,5.5,7/23/21,,,,,,,,,,
A04W,SW,SE,ACPE,0.7,5.1,7/23/21,,,,,,,,,,
A04W,SW,SE,ACRU,0.8,5.5,7/23/21,,,,,,,,,,
A04W,SE,SE,ACSA,1.7,14.6,7/23/21,,,,,,,,,,
A04W,SE,SE,ACPE,1.6,11.7,7/23/21,,,,,,,,,,
A04W,SE,SE,ACSA,2.5,20.2,7/23/21,,,,,,,,,,
A04W,SE,SE,ACSA,1.45,11.1,7/23/21,,,,,,,,,,
A04W,SE,SE,ACSA,2.1,11.5,7/23/21,,,,,,,,,,
A04W,SE,SE,ACSA,1,5.7,7/23/21,,,,,,,,,,
A04W,SE,SE,ACSA,1.7,11.8,7/23/21,,,,,,,,,,
A04W,SE,SE,ACRU,1.4,8.2,7/23/21,,,,,,,,,,
A04W,SE,SE,ACSA,2.6,10.8,7/23/21,,,,,,,,,,
A04W,SE,SE,ACRU,0.7,4.1,7/23/21,,,,,,,,,,
A04W,SE,SE,ACSA,1.8,13.4,7/23/21,,,,,,,,,,
A04W,NE,SE,ACSA,1.95,12.3,7/23/21,,,,,,,,,,
A04W,NE,SE,ACPE,1.05,6.8,7/23/21,,,,,,,,,,
A04W,NE,SE,ACSA,1.95,10.7,7/23/21,,,,,,,,,,
A04W,NE,SE,ACSA,1.2,8.3,7/23/21,,,,,,,,,,
A04W,NE,SE,ACSA,1.7,11.4,7/23/21,,,,,,,,,,
A04W,NE,SE,ACSA,1.6,12.1,7/23/21,,,,,,,,,,
A04W,NE,SE,ACSA,2.3,14.6,7/23/21,,,,,,,,,,
A04W,NE,SE,ACRU,1.2,8.5,7/23/21,,,,,,,,,,
A04W,NE,SE,ACSA,1.5,10.4,7/23/21,,,,,,,,,,
A02E,SW,SE,FAGR,8.95,121.3,7/23/21,,,,,,,,,,
A02E,SW,SE,FAGR,2.1,19.5,7/23/21,,,,,,,,,,
A02E,SW,SE,ACPE,1.5,6.7,7/23/21,,,,,,,,,,
A02E,SW,SE,ACPE,3.6,26.7,7/23/21,,,,,,,,,,
A02E,SW,SE,ACPE,0.8,10.4,7/23/21,,,,,,,,,,
A02E,SW,SE,AMEL,2.1,18.6,7/23/21,,,,,,,,,,
A02E,SW,SE,AMEL,2.7,25.9,7/23/21,,,,,,,,,,
A02E,SW,SE,ACSA,2.95,9.1,7/23/21,,,,,,,,,,
A02E,SW,SE,AMEL,3.4,18.6,7/23/21,,,,,,,,,,
A02E,SW,SE,AMEL,2.6,16.5,7/23/21,,,,,,,,,,
A02E,SW,SE,ACPE,2,13.9,7/23/21,,,,,,,,,,
A02E,SW,SE,ACRU,1.05,6.4,7/23/21,,,,,,,,,,
A02E,SW,SE,ACPE,2.3,13.2,7/23/21,,,,,,,,,,
A02E,SW,SE,ACPE,2.15,15.6,7/23/21,,,,,,,,,,
A02E,SW,SE,ACSA,1.7,9.3,7/23/21,,,,,,,,,,
A02E,SW,SE,ACPE,1.75,12.3,7/23/21,,,,,,,,,,
A02E,SW,SE,ACPE,1.5,8.7,7/23/21,,,,,,,,,,
A02E,SW,SE,ACPE,1.85,14.5,7/23/21,,,,,,,,,,
A02E,SW,SE,ACPE,1.4,4.2,7/23/21,,,,,,,,,,
A02E,SW,SE,ACSA,3.6,29.7,7/23/21,,,,,,,,,,
A02E,SW,SE,ACSA,1.75,8.6,7/23/21,,,,,,,,,,
A02E,NW,SE,ACPE,2.95,23.6,7/23/21,,,,,,,,,,
A04W,NW,SE,ACPE,5.4,39.1,7/23/21,,,,,,,,,,
A04W,NW,SE,ACSA,2.2,16.7,7/23/21,,,,,,,,,,
A04W,NW,SE,ACSA,1.6,8.4,7/23/21,,,,,,,,,,
A04W,NW,SE,ACSA,1.3,12.5,7/23/21,,,,,,,,,,
A04W,NW,SE,ACPE,2.05,11.1,7/23/21,,,,,,,,,,
A04W,NW,SE,ACPE,4.7,48.2,7/23/21,,,,,,,,,,
A04W,NW,SE,ACSA,1.2,7.4,7/23/21,,,,,,,,,,
A04W,NW,SE,ACSA,1.75,10.5,7/23/21,,,,,,,,,,
A04W,NW,SE,ACSA,1.7,10.8,7/23/21,,,,,,,,,,
A04W,NW,SE,ACPE,4.1,27.4,7/23/21,,,,,,,,,,
A04W,NW,SE,ACPE,2.4,20.5,7/23/21,,,,,,,,,,
A04W,NW,SE,ACSA,1.7,13.3,7/23/21,,,,,,,,,,
A04W,NW,SE,ACSA,1,10.2,7/23/21,,,,,,,,,,
A04W,NW,SE,ACPE,3.9,48.4,7/23/21,,,,,,,,,,
A04W,NW,SE,ACPE,3.2,18.5,7/23/21,,,,,,,,,,
A04W,NW,SE,ACRU,0.8,5.8,7/23/21,,,,,,,,,,
A04W,NW,SE,ACRU,0.9,5.6,7/23/21,,,,,,,,,,
A04W,NW,SE,ACRU,1.5,5.9,7/23/21,,,,,,,,,,
A04W,NW,SE,ACSA,1.8,10.6,7/23/21,,,,,,,,,,
A04W,NW,SE,ACPE,6.4,60.5,7/23/21,,,,,,,,,,
A02E,NE,SE,ACPE,3.2,28.7,7/23/21,,,,,,,,,,
A02E,NE,SE,ACPE,2.15,12.4,7/23/21,,,,,,,,,,
A02E,NE,SE,FAGR,11.1,172.3,7/23/21,,,,,,,,,,
A02E,NE,SE,ACSA,1.95,9.3,7/23/21,,,,,,,,,,
A02E,NE,SE,ACPE,1.2,3.7,7/23/21,,,,,,,,,,
A02E,NE,SE,ACPE,3.8,15.1,7/23/21,,,,,,,,,,
A02E,NE,SE,ACPE,1.5,11.4,7/23/21,,,,,,,,,,
A02E,NE,SE,ACPE,4.7,40.2,7/23/21,,,,,,,,,,
A02E,SE,SE,ACSA,1.4,10.1,7/23/21,,,,,,,,,,
A02E,SE,SE,ACSA,1.2,9.8,7/23/21,,,,,,,,,,
A02E,SE,SE,ACRU,0.8,7.1,7/23/21,,,,,,,,,,
A02E,SE,SE,AMEL,3.4,16.2,7/23/21,,,,,,,,,,
A02E,SE,SE,ACPE,3.3,19.5,7/23/21,,,,,,,,,,
A02E,SE,SE,ACSA,1.6,11.7,7/23/21,,,,,,,,,,
A02E,SE,SE,ACSA,1.25,9,7/23/21,,,,,,,,,,
A02E,SE,SE,ACPE,2.3,17.5,7/23/21,,,,,,,,,,
A02E,SE,SE,ACSA,2.6,18.1,7/23/21,,,,,,,,,,
A02E,SE,SE,ACPE,0.95,5.7,7/23/21,,,,,,,,,,
A02E,SE,SE,ACSA,1.6,11.4,7/23/21,,,,,,,,,,
A02E,SE,SE,ACSA,0.8,8.3,7/23/21,,,,,,,,,,
A02E,SE,SE,ACSA,1.5,9.7,7/23/21,,,,,,,,,,
A02E,SE,SE,ACPE,5.05,62.4,7/23/21,,,,,,,,,,
A02E,SE,SE,ACPE,3.7,28.6,7/23/21,,,,,,,,,,
A02E,SE,SE,ACSA,1.2,9.3,7/23/21,,,,,,,,,,
A02E,SE,SE,ACPE,3.7,10.6,7/23/21,,,,,,,,,,
A02E,SE,SE,ACPE,1.3,6.7,7/23/21,,,,,,,,,,
A02E,SE,SE,ACPE,3.2,14.3,7/23/21,,,,,,,,,,
A02E,SE,SE,ACPE,4.4,23.7,7/23/21,,,,,,,,,,
A02E,SE,SE,ACPE,0.95,7.2,7/23/21,,,,,,,,,,
A02E,SE,SE,ACSA,1.3,12.4,7/23/21,,,,,,,,,,
A02E,SE,SE,ACRU,0.9,13.6,7/23/21,,,,,,,,,,
A02E,SE,SE,ACSA,2.7,15.3,7/23/21,,,,,,,,,,
A02E,SE,SE,ACSA,2.2,12.7,7/23/21,,,,,,,,,,
A02E,SE,SE,ACSA,2.8,17.4,7/23/21,,,,,,,,,,
A02E,SE,SE,ACSA,1.4,16.5,7/23/21,,,,,,,,,,
A02E,SE,SE,ACSA,1.1,10.2,7/23/21,,,,,,,,,,
A02E,SW,SE,ACSA,2.1,11.7,7/23/21,,,,,,,,,,
A02E,SW,SE,ACSA,1.8,11.3,7/23/21,,,,,,,,,,
A02E,SW,SE,ACSA,1.3,13.4,7/23/21,,,,,,,,,,
A02E,SW,SE,ACPE,5.9,47.6,7/23/21,,,,,,,,,,
A02E,SW,SE,ACPE,4.6,38.1,7/23/21,,,,,,,,,,
A02E,SW,SE,ACSA,1.75,14.4,7/23/21,,,,,,,,,,
A02E,SW,SE,ACSA,1.5,13.2,7/23/21,,,,,,,,,,
A02E,SW,NW,ACPE,15.2,121.7,7/23/21,,,,,,,,,,
A02W,NE,NW,ACPE,8.1,110.3,7/22/21,,,,,,,,,,
A02W,NE,NW,ACSA,1.8,9.7,7/22/21,,,,,,,,,,
A02W,NE,NW,ACSA,12.7,118.8,7/22/21,,,,,,,,,,
A02W,NE,NW,ACPE,1.5,8.3,7/22/21,,,,,,,,,,
A02W,NE,NW,ACPE,7,78.6,7/22/21,,,,,,,,,,
A02W,NE,NW,ACPE,3.1,22.6,7/22/21,,,,,,,,,,
A02W,NE,NW,ACPE,3.7,28.4,7/22/21,,,,,,,,,,
A02W,NE,NW,ACPE,2.7,23.5,7/22/21,,,,,,,,,,
A02W,NE,NW,ACRU,1.2,13.9,7/22/21,,,,,,,,,,
A02W,NE,NW,ACPE,3.4,34.5,7/22/21,,,,,,,,,,
A02W,SE,NW,AMEL,6.1,73.6,7/22/21,,,,,,,,,,
A02W,SE,NW,AMEL,2.3,17.1,7/22/21,,,,,,,,,,
A02W,SE,NW,ACPE,0.9,9.8,7/22/21,,,,,,,,,,
A02W,SE,NW,ACPE,3.8,16.6,7/22/21,,,,,,,,,,
A02W,SE,NW,ACPE,1.6,6.7,7/22/21,,,,,,,,,,
A02W,SE,NW,ACPE,1.4,15.2,7/22/21,,,,,,,,,,
A02W,SE,NW,ACPE,5.5,25.3,7/22/21,,,,,,,,,,
A02W,SE,NW,ACPE,4.8,18.6,7/22/21,,,,,,,,,,
A02W,SE,NW,ACPE,3.5,19.7,7/22/21,,,,,,,,,,
A02W,SE,NW,ACPE,3.3,11.7,7/22/21,,,,,,,,,,
A02W,SE,NW,ACPE,3.6,42.1,7/22/21,,,,,,,,,,
A02W,SE,NW,ACPE,10.5,142.3,7/22/21,,,,,,,,,,
A02W,SE,NW,ACPE,3.9,17.4,7/22/21,,,,,,,,,,
A02W,SE,NW,ACPE,2.7,19.3,7/22/21,,,,,,,,,,
A02W,SE,NW,ACPE,6.7,65.8,7/22/21,,,,,,,,,,
A02W,SE,NW,ACSA,1.8,11.2,7/22/21,,,,,,,,,,
A02W,SE,NW,ACSA,1.9,15.4,7/22/21,,,,,,,,,,
A02W,SE,NW,ACPE,10.5,145.2,7/22/21,,,,,,,,,,
A02W,SE,NW,ACPE,3.6,20.4,7/22/21,,,,,,,,,,
A02W,SE,NW,ACPE,4.5,61.7,7/22/21,,,,,,,,,,
A02W,SE,NW,ACPE,3.1,23.8,7/22/21,,,,,,,,,,
A02W,SE,NW,ACPE,2.7,17.4,7/22/21,,,,,,,,,,
A02W,SE,NW,ACPE,6.3,69.4,7/22/21,,,,,,,,,,
A02W,SE,NW,ACPE,5,59.7,7/22/21,,,,,,,,,,
A02W,SE,NW,ACPE,0.8,3.6,7/22/21,,,,,,,,,,
A02E,NE,SE,ACPE,5.2,54.6,7/23/21,,,,,,,,,,
A02E,NE,SE,ACPE,3.8,27.4,7/23/21,,,,,,,,,,
A02E,NE,SE,ACPE,3.9,32.7,7/23/21,,,,,,,,,,
A02E,NE,SE,ACPE,4.8,39.6,7/23/21,,,,,,,,,,
A02E,NE,SE,ACSA,2.05,11.3,7/23/21,,,,,,,,,,
A02E,NE,SE,ACPE,1.8,19.2,7/23/21,,,,,,,,,,
A02E,NE,SE,ACPE,5.4,54.7,7/23/21,,,,,,,,,,
A02E,NE,SE,ACPE,5.7,44.9,7/23/21,,,,,,,,,,
A02E,NE,SE,ACPE,4.9,53.1,7/23/21,,,,,,,,,,
A02W,NW,NW,ACSA,2.7,10.9,7/22/21,,,,,,,,,,
A02W,NW,NW,ACRU,3.2,14.4,7/22/21,,,,,,,,,,
A02W,NW,NW,ACSA,1.95,15.1,7/22/21,,,,,,,,,,
A02W,NW,NW,ACRU,2.4,13.6,7/22/21,,,,,,,,,,
A02W,NW,NW,ACSA,2.8,11.9,7/22/21,,,,,,,,,,
A02W,NW,NW,AMEL,4.6,26.3,7/22/21,,,,,,,,,,
A02W,NW,NW,AMEL,3.3,29.6,7/22/21,,,,,,,,,,
A02W,NW,NW,ACRU,1.65,10.4,7/22/21,,,,,,,,,,
A02W,NW,NW,ACRU,3.2,21.7,7/22/21,,,,,,,,,,
A02W,NW,NW,ACPE,7.6,82.8,7/22/21,,,,,,,,,,
A02W,NW,NW,ACRU,1.9,11.4,7/22/21,,,,,,,,,,
A02W,NW,NW,ACRU,3.1,19.3,7/22/21,,,,,,,,,,
A02W,NW,NW,ACRU,2.2,11.8,7/22/21,,,,,,,,,,
A02W,NW,NW,ACRU,3.7,13.6,7/22/21,,,,,,,,,,
A02W,NW,NW,ACPE,3.9,22.4,7/22/21,,,,,,,,,,
A02W,NW,NW,ACPE,10.5,121.4,7/22/21,,,,,,,,,,
A02W,NW,NW,ACPE,5.8,54.9,7/22/21,,,,,,,,,,
A02W,NW,NW,ACPE,7.9,53.8,7/22/21,,,,,,,,,,
A02W,NW,NW,ACPE,3.2,27.4,7/22/21,,,,,,,,,,
A02W,NW,NW,ACPE,3.5,28.6,7/22/21,,,,,,,,,,
A02W,NW,NW,ACPE,13.1,117.8,7/22/21,,,,,,,,,,
A02W,NW,NW,QURU,2.1,12.4,7/22/21,,,,,,,,,,
A02W,NW,NW,AMEL,1.7,11.3,7/22/21,,,,,,,,,,
A02W,NE,NW,QURU,1.6,11.9,7/22/21,,,,,,,,,,
A02W,NE,NW,ACPE,1.8,17.2,7/22/21,,,,,,,,,,
A02W,NE,NW,ACPE,2.8,16.5,7/22/21,,,,,,,,,,
A02W,NE,NW,ACPE,6.2,54.3,7/22/21,,,,,,,,,,
A02W,NE,NW,ACPE,13.7,150.8,7/22/21,,,,,,,,,,
A02W,NE,NW,ACPE,4.6,40.3,7/22/21,,,,,,,,,,
A02W,NE,NW,ACPE,4.5,34.2,7/22/21,,,,,,,,,,
A02W,NE,NW,ACPE,1.6,12.2,7/22/21,,,,,,,,,,
A02W,NE,NW,ACPE,2.4,15.8,7/22/21,,,,,,,,,,
A02W,NE,NW,ACPE,3.8,14.2,7/22/21,,,,,,,,,,
A02W,NE,NW,ACPE,1.9,15.5,7/22/21,,,,,,,,,,
A02W,NE,NW,ACPE,2.9,18.3,7/22/21,,,,,,,,,,
A02W,NE,NW,ACPE,2.1,20.5,7/22/21,,,,,,,,,,
A02W,NE,NW,ACPE,6.7,57.8,7/22/21,,,,,,,,,,
A02W,NE,NW,ACPE,1.05,5.4,7/22/21,,,,,,,,,,
A02W,NE,NW,ACPE,4.1,35.2,7/22/21,,,,,,,,,,
A02W,NE,NW,ACPE,2.4,34.8,7/22/21,,,,,,,,,,
A02W,NE,NW,ACSA,1.3,10.1,7/22/21,,,,,,,,,,
A02W,NE,NW,ACPE,1.6,11.2,7/22/21,,,,,,,,,,
A02W,NE,NW,ACPE,7.2,80.3,7/22/21,,,,,,,,,,
A02W,NE,NW,ACPE,1.7,9.6,7/22/21,,,,,,,,,,
A01W,SE,NW,ACPE,2.1,8.7,7/22/21,,,,,,,,,,
A01W,SE,NW,ACPE,1.8,11.2,7/22/21,,,,,,,,,,
A01W,SE,NW,ACRU,1.85,9.7,7/22/21,,,,,,,,,,
A01W,SE,NW,ACPE,5,51.2,7/22/21,,,,,,,,,,
A01W,SE,NW,ACPE,1.1,7.3,7/22/21,,,,,,,,,,
A01W,SE,NW,ACPE,0.8,8.7,7/22/21,,,,,,,,,,
A01W,SE,NW,ACSA,3.7,13.8,7/22/21,,,,,,,,,,
A01W,SE,NW,ACSA,1.9,12.9,7/22/21,,,,,,,,,,
A01W,SE,NW,ACPE,2.3,9.4,7/22/21,,,,,,,,,,
A01W,SE,NW,ACSA,1.7,12.3,7/22/21,,,,,,,,,,
A01W,SE,NW,ACSA,2.4,8.6,7/22/21,,,,,,,,,,
A01W,SE,NW,ACRU,1.4,13.9,7/22/21,,,,,,,,,,
A01W,SE,NW,ACRU,2.15,13.4,7/22/21,,,,,,,,,,
A01W,SE,NW,ACSA,2.4,13.3,7/22/21,,,,,,,,,,
